Applicant Name,Funding Band,Amount,Year,Period,Type
Writers' Centre Norwich,2,498405,2018,2018-2022,Grant
Writing East Midlands,1,125725,2018,2018-2022,Grant
Writing on the Wall,1,76661,2018,2018-2022,Grant
Writing West Midlands,1,181044,2018,2018-2022,Grant
Wysing Arts Centre,2,456768,2018,2018-2022,Grant
Yaram Arts CIC,1,79900,2018,2018-2022,Grant
Yellow Earth Theatre Company,1,175000,2018,2018-2022,Grant
York Citizen's Theatre Trust,2,587254,2018,2018-2022,Grant
York Museums Trust,SSO,338982,2018,2018-2022,Grant
York Museums Trust,3,1230000,2018,2018-2022,Grant
Yorkshire Artspace Society Ltd,1,71870,2018,2018-2022,Grant
Yorkshire Dance Centre Trust,2,325794,2018,2018-2022,Grant
Yorkshire Sculpture Park,3,1312646,2018,2018-2022,Grant
Young Vic Company,3,1760143,2018,2018-2022,Grant
Youth Music Theatre UK,1,77519,2018,2018-2022,Grant
Z-arts,2,255000,2018,2018-2022,Grant
ZENDEH Productions,1,100678,2018,2018-2022,Grant
ZoieLogic Dance Theatre,1,195300,2018,2018-2022,Grant
ZooNation Ltd,1,249999,2018,2018-2022,Grant
1927,1,217000,2019,2018-2022,Grant
2 Faced Dance Company Limited,1,192000,2019,2018-2022,Grant
20 Stories High,1,211905,2019,2018-2022,Grant
A New Direction London Limited,SSO,1506375,2019,2018-2022,Grant
A Space Arts,1,100000,2019,2018-2022,Grant
AA2A Limited,SSO,40000,2019,2018-2022,Grant
Abandon Normal Devices,1,135000,2019,2018-2022,Grant
Academy of Circus Arts and Physical Theatre t/a Circomedia,1,106552,2019,2018-2022,Grant
Access All Areas,1,125000,2019,2018-2022,Grant
ACE Dance and music,2,397996,2019,2018-2022,Grant
acta community theatre ltd,1,80000,2019,2018-2022,Grant
Action Hero,1,92000,2019,2018-2022,Grant
Action Space London Events,1,88416,2019,2018-2022,Grant
Action Transport Theatre,1,120696,2019,2018-2022,Grant
Activate Performing Arts Ltd,2,279250,2019,2018-2022,Grant
Actors Touring Company,1,207773,2019,2018-2022,Grant
Africa Oye Limited,1,163449,2019,2018-2022,Grant
AIR in G (Arts in Rural Gloucestershire) Ltd,1,42243,2019,2018-2022,Grant
Akademi,1,215000,2019,2018-2022,Grant
Akram Khan Dance Company,2,500610,2019,2018-2022,Grant
Albatross Arts Project,1,40232,2019,2018-2022,Grant
Almeida Theatre Company Limited,2,675499,2019,2018-2022,Grant
Amber Film & Photography Collective,1,120000,2019,2018-2022,Grant
a-n The Artists Information Company,SSO,212754,2019,2018-2022,Grant
And Other Stories Publishing CIC,1,74000,2019,2018-2022,Grant
Applause Rural Touring,1,145000,2019,2018-2022,Grant
Apples and Snakes,2,455000,2019,2018-2022,Grant
Arcola Theatre Production Company,2,301738,2019,2018-2022,Grant
Arena Theatre (University of Wolverhampton),1,110069,2019,2018-2022,Grant
Art Asia Trust Limited,1,95827,2019,2018-2022,Grant
Art Gene Limited,1,110000,2019,2018-2022,Grant
Art Monthly,1,40232,2019,2018-2022,Grant
Art Services Grants Ltd,1,221221,2019,2018-2022,Grant
Artcore,1,160000,2019,2018-2022,Grant
Artichoke Trust,2,468134,2019,2018-2022,Grant
Artlink Hull,1,65347,2019,2018-2022,Grant
Artlink West Yorkshire,1,60406,2019,2018-2022,Grant
ArtReach (Trust) Ltd,2,350000,2019,2018-2022,Grant
Arts & Health South West,1,40000,2019,2018-2022,Grant
Arts & Health South West,SSO,95000,2019,2018-2022,Grant
Arts & Heritage (PHC) Plymouth City Council,3,1036500,2019,2018-2022,Grant
Arts Alive,1,58781,2019,2018-2022,Grant
Arts Catalyst,1,130000,2019,2018-2022,Grant
Arts Connect (University of Wolverhampton),SSO,1089890,2019,2018-2022,Grant
Arts Marketing Association,SSO,235643,2019,2018-2022,Grant
Arts&Heritage,SSO,235000,2019,2018-2022,Grant
Artsadmin,2,533072,2019,2018-2022,Grant
Artsreach,1,55319,2019,2018-2022,Grant
Artswork,SSO,1519397,2019,2018-2022,Grant
Artworks Creative Communities,1,57496,2019,2018-2022,Grant
Arvon Foundation,2,388267,2019,2018-2022,Grant
Asian Arts Agency,2,280870,2019,2018-2022,Grant
Aspex Visual Arts Trust,1,112117,2019,2018-2022,Grant
Association for Cultural Enterprises,SSO,198000,2019,2018-2022,Grant
Association of Independent Museums,SSO,300000,2019,2018-2022,Grant
Attitude is Everything,SSO,249700,2019,2018-2022,Grant
Aurora Orchestra,1,91829,2019,2018-2022,Grant
Auto Italia,1,50290,2019,2018-2022,Grant
Autograph ABP,2,700000,2019,2018-2022,Grant
Avant Garde Dance Company,1,221250,2019,2018-2022,Grant
B3 Media Limited,1,180000,2019,2018-2022,Grant
Baby People,1,48418,2019,2018-2022,Grant
Backlit,1,75000,2019,2018-2022,Grant
Balbir Singh Dance Company,1,150460,2019,2018-2022,Grant
Ballet Black,1,220000,2019,2018-2022,Grant
Ballet Lorent Limited,2,399968,2019,2018-2022,Grant
BalletBoyz Ltd,2,300000,2019,2018-2022,Grant
Baltic Flour Mills Visual Arts Trust,3,3158000,2019,2018-2022,Grant
Bamboozle Theatre Company,1,200000,2019,2018-2022,Grant
Barbican Centre,2,480000,2019,2018-2022,Grant
"Barbican Theatre, Plymouth",1,195120,2019,2018-2022,Grant
Barnsley Civic Enterprise Ltd,1,160000,2019,2018-2022,Grant
Barnsley Museums,2,466500,2019,2018-2022,Grant
Battersea Arts Centre,2,693897,2019,2018-2022,Grant
BCB,1,175000,2019,2018-2022,Grant
BE FESTIVAL CIC,1,145000,2019,2018-2022,Grant
Beaford Arts,1,95894,2019,2018-2022,Grant
Beamish Museum,2,436776,2019,2018-2022,Grant
Beatfreeks,1,124600,2019,2018-2022,Grant
Beavers Arts Ltd.,1,80000,2019,2018-2022,Grant
Bedford Creative Arts,1,143740,2019,2018-2022,Grant
Belgrade Theatre Trust (Coventry) Ltd,2,942215,2019,2018-2022,Grant
Bermondsey Artists’ Group,1,134006,2019,2018-2022,Grant
Bernard Leach Trust Limited  (Leach Pottery),1,40000,2019,2018-2022,Grant
Berwick Film & Media Arts Festival,1,70000,2019,2018-2022,Grant
Bharatiya Vidya Bhavan Ltd,1,128999,2019,2018-2022,Grant
Eastside Projects,1,123415,2019,2018-2022,Grant
Birmingham Contemporary Music Group,2,319653,2019,2018-2022,Grant
Birmingham LGBT,1,91500,2019,2018-2022,Grant
Birmingham Museums Trust,3,1007568,2019,2018-2022,Grant
Birmingham Opera Company,2,477644,2019,2018-2022,Grant
Birmingham Repertory Theatre,3,1833953,2019,2018-2022,Grant
Birmingham Royal Ballet,3,7891000,2019,2018-2022,Grant
Black Bird/Red Rose Productions,1,200000,2019,2018-2022,Grant
Black Country Living Museum Trust,2,550000,2019,2018-2022,Grant
Black Country Touring,1,143497,2019,2018-2022,Grant
Blackpool Grand Theatre (Arts & Entertainment) Ltd,1,209992,2019,2018-2022,Grant
Blast Theory,1,134157,2019,2018-2022,Grant
Blind Summit Education,1,75435,2019,2018-2022,Grant
Bloodaxe Books Ltd,1,92032,2019,2018-2022,Grant
Blue Elephant Theatre,1,72500,2019,2018-2022,Grant
BOM (Birmingham Open Media),1,142600,2019,2018-2022,Grant
Book Works,1,176512,2019,2018-2022,Grant
Borough of Poole Museum Service,2,319500,2019,2018-2022,Grant
Boundless Theatre,1,186063,2019,2018-2022,Grant
Bournemouth Borough Council,1,150000,2019,2018-2022,Grant
Bournemouth Symphony Orchestra,3,2554790,2019,2018-2022,Grant
Bow Arts Trust,1,50290,2019,2018-2022,Grant
Boy Blue Entertainment,1,200000,2019,2018-2022,Grant
Brass Bands England,SSO,207000,2019,2018-2022,Grant
Bridport Arts Centre,1,57412,2019,2018-2022,Grant
Brighton & Hove City Council,2,698507,2019,2018-2022,Grant
Brighton Dome & Festival Limited,3,1149921,2019,2018-2022,Grant
Bristol Cultural Development Partnership,1,50290,2019,2018-2022,Grant
Bristol Museums,3,1339670,2019,2018-2022,Grant
Bristol Music Trust,2,325000,2019,2018-2022,Grant
Bristol Old Vic and Theatre Royal Trust Ltd,3,1228381,2019,2018-2022,Grant
British Motor Industry Heritage Trust,1,220000,2019,2018-2022,Grant
British Underground Ltd,1,151406,2019,2018-2022,Grant
British Youth Opera,1,42621,2019,2018-2022,Grant
Britten Sinfonia,2,399261,2019,2018-2022,Grant
Brownswood Music Ltd,1,89000,2019,2018-2022,Grant
b-side Multimedia Festival CIC,1,133651,2019,2018-2022,Grant
Bucks County Museum,1,100000,2019,2018-2022,Grant
Bureau of Silly Ideas,1,40232,2019,2018-2022,Grant
Burnley Youth Theatre,1,63365,2019,2018-2022,Grant
Burton Art Gallery and Museum,1,83600,2019,2018-2022,Grant
Buxton Arts Festival Ltd,1,120000,2019,2018-2022,Grant
Camden Arts Centre,2,919673,2019,2018-2022,Grant
Camden People's Theatre,1,70000,2019,2018-2022,Grant
Candoco Dance Company,2,447889,2019,2018-2022,Grant
CapeUK,SSO,1024721,2019,2018-2022,Grant
Capsule Events Ltd,1,175000,2019,2018-2022,Grant
Carcanet Press Limited,1,120696,2019,2018-2022,Grant
Cardboard Citizens,1,160000,2019,2018-2022,Grant
Carnival Village Trust,2,400000,2019,2018-2022,Grant
Carousel Project,1,197488,2019,2018-2022,Grant
Cast,2,320000,2019,2018-2022,Grant
Castlefield Gallery,1,70000,2019,2018-2022,Grant
Cause4,SSO,500000,2019,2018-2022,Grant
Centre for Chinese Contemporary Art,2,287481,2019,2018-2022,Grant
Chapel Arts Studios,1,145002,2019,2018-2022,Grant
Charnwood Arts,1,131759,2019,2018-2022,Grant
Chatham Historic Dockyard Trust,1,245000,2019,2018-2022,Grant
Cheek by Jowl,1,245677,2019,2018-2022,Grant
Cheltenham Festivals,1,213551,2019,2018-2022,Grant
Cheshire Dance,1,88208,2019,2018-2022,Grant
Cheshire West and Chester Council,1,87398,2019,2018-2022,Grant
Chester Performing Arts Centre Ltd,1,223895,2019,2018-2022,Grant
Chichester Festival Theatre,3,1740214,2019,2018-2022,Grant
Children's Discovery Centre East London,1,93870,2019,2018-2022,Grant
China Plate,1,249000,2019,2018-2022,Grant
Chinese Arts Space,1,175000,2019,2018-2022,Grant
Chisenhale Gallery,1,165378,2019,2018-2022,Grant
Chris Goode and Company,1,100000,2019,2018-2022,Grant
Christ Church Oxford United Clubs Ltd,2,475527,2019,2018-2022,Grant
Chrysalis Arts Development Ltd,1,100678,2019,2018-2022,Grant
Cinderford Artspace,1,47948,2019,2018-2022,Grant
City Arts Nottingham,1,103408,2019,2018-2022,Grant
City of Birmingham Symphony orchestra,3,2180983,2019,2018-2022,Grant
Clean Break Theatre Company Ltd,1,216195,2019,2018-2022,Grant
Clod Ensemble,1,120696,2019,2018-2022,Grant
Cohesion Plus Kent,1,104375,2019,2018-2022,Grant
Colchester Arts Centre,1,190695,2019,2018-2022,Grant
Colchester Borough Council,1,199250,2019,2018-2022,Grant
Colchester Mercury Theatre Ltd.,2,777378,2019,2018-2022,Grant
Collar and TIE Ltd,1,71383,2019,2018-2022,Grant
Collections Trust,SSO,230000,2019,2018-2022,Grant
Collective Encounters,1,80015,2019,2018-2022,Grant
Comma Press,1,83160,2019,2018-2022,Grant
Common Wealth,1,145000,2019,2018-2022,Grant
Commonword Enterprises Limited,1,94247,2019,2018-2022,Grant
Community and Cultural Services,1,173745,2019,2018-2022,Grant
Community Arts North West,1,191102,2019,2018-2022,Grant
Community Music Ltd,1,133961,2019,2018-2022,Grant
Company Chameleon,1,249999,2019,2018-2022,Grant
Compton Verney House Trust,1,150000,2019,2018-2022,Grant
Coney Ltd,1,122828,2019,2018-2022,Grant
Contemporary Art Society,1,168324,2019,2018-2022,Grant
Contemporary Dance Trust,3,1793985,2019,2018-2022,Grant
Continental Drifts,1,119996,2019,2018-2022,Grant
Corali,1,100000,2019,2018-2022,Grant
Corby Cube Theatre Trust,1,140812,2019,2018-2022,Grant
Corn Exchange (Newbury) Trust,1,235000,2019,2018-2022,Grant
Cornwall Museums Partnership,2,610000,2019,2018-2022,Grant
Counterpoints Arts,1,80000,2019,2018-2022,Grant
Crafts Council,3,2503853,2019,2018-2022,Grant
Craftspace,1,211553,2019,2018-2022,Grant
Create Gloucestershire,SSO,70756,2019,2018-2022,Grant
Create London,1,150000,2019,2018-2022,Grant
Create Studios Digital Media CIC,1,95000,2019,2018-2022,Grant
Creative & Cultural Skills,SSO,478700,2019,2018-2022,Grant
Creative Arts East,1,150000,2019,2018-2022,Grant
Creative Foundation,2,400000,2019,2018-2022,Grant
Creative Kernow Ltd,1,212675,2019,2018-2022,Grant
Creative Sector Services CIC,SSO,696000,2019,2018-2022,Grant
Creative Skillset,SSO,300000,2019,2018-2022,Grant
Creativity Works,1,90522,2019,2018-2022,Grant
Crescent Arts,1,69789,2019,2018-2022,Grant
Crying Out Loud,1,211217,2019,2018-2022,Grant
Cubitt Artists Limited,1,112095,2019,2018-2022,Grant
Culture Coventry,2,400000,2019,2018-2022,Grant
Culture Squared CIC,2,300000,2019,2018-2022,Grant
"Culture, Learning and Libraries (Midlands) - Library Service",1,249999,2019,2018-2022,Grant
Culture24,SSO,296000,2019,2018-2022,Grant
CultureMix Arts Ltd,1,90000,2019,2018-2022,Grant
Cumbria Theatre Trust,2,604067,2019,2018-2022,Grant
curious directive,1,89818,2019,2018-2022,Grant
Curious Minds,SSO,1335323,2019,2018-2022,Grant
DaDaFest,1,193052,2019,2018-2022,Grant
Daily Life Ltd,1,88510,2019,2018-2022,Grant
Dance City,2,553857,2019,2018-2022,Grant
Dance Consortium,2,489367,2019,2018-2022,Grant
Dance Umbrella,2,352028,2019,2018-2022,Grant
Dance United Yorkshire,1,90000,2019,2018-2022,Grant
Dance4,2,591014,2019,2018-2022,Grant
DanceEast,2,810153,2019,2018-2022,Grant
Dancefest,1,85493,2019,2018-2022,Grant
Darbar Arts Culture Heritage Trust,1,245000,2019,2018-2022,Grant
darts (Doncaster Community Arts),1,130881,2019,2018-2022,Grant
Dash Arts Ltd,1,90000,2019,2018-2022,Grant
De La Warr Pavilion,2,508430,2019,2018-2022,Grant
Deafinitely Theatre,1,212110,2019,2018-2022,Grant
Déda,2,343374,2019,2018-2022,Grant
Dedalus Limited,1,40000,2019,2018-2022,Grant
Derby Museums,2,392870,2019,2018-2022,Grant
Derby QUAD Ltd,2,457753,2019,2018-2022,Grant
Design Museum,1,170000,2019,2018-2022,Grant
Disability Arts in Shropshire,1,120000,2019,2018-2022,Grant
Disability Arts Online,1,100000,2019,2018-2022,Grant
Diverse City,2,480000,2019,2018-2022,Grant
Doncaster Heritage Services,1,100000,2019,2018-2022,Grant
Donmar Warehouse Projects Ltd,2,504619,2019,2018-2022,Grant
Doorstep Arts,1,95561,2019,2018-2022,Grant
Drake Music,1,194045,2019,2018-2022,Grant
Drawing Room,1,50289,2019,2018-2022,Grant
dreamthinkspeak,1,150927,2019,2018-2022,Grant
Duckie,1,142492,2019,2018-2022,Grant
Durham County Council,2,415000,2019,2018-2022,Grant
East London Dance,1,241391,2019,2018-2022,Grant
East Midlands Jazz CIC,1,77446,2019,2018-2022,Grant
East Street Arts,1,154960,2019,2018-2022,Grant
East Street Arts,SSO,180000,2019,2018-2022,Grant
Eastern Angles Theatre Company Ltd,1,220402,2019,2018-2022,Grant
Eastside Educational Trust,1,50788,2019,2018-2022,Grant
Eclipse Theatre Company Ltd,1,249501,2019,2018-2022,Grant
Eden Arts,1,100000,2019,2018-2022,Grant
emccan CIC,1,150725,2019,2018-2022,Grant
Emergency Exit Arts,1,117924,2019,2018-2022,Grant
English Folk Dance and Song Society,2,432046,2019,2018-2022,Grant
English Folk Expo,SSO,95000,2019,2018-2022,Grant
English National Ballet,3,6214000,2019,2018-2022,Grant
English National Opera,3,12380000,2019,2018-2022,Grant
English PEN,1,229984,2019,2018-2022,Grant
English Stage Company Limited,3,2311234,2019,2018-2022,Grant
English Touring Opera Ltd,3,1743322,2019,2018-2022,Grant
English Touring Theatre Ltd,2,679794,2019,2018-2022,Grant
Entelechy Arts Ltd,1,80348,2019,2018-2022,Grant
Essex Cultural Diversity Project,1,150000,2019,2018-2022,Grant
Ex Cathedra Ltd,1,57681,2019,2018-2022,Grant
Exeter City Council,2,607191,2019,2018-2022,Grant
Exeter Northcott Theatre,1,125000,2019,2018-2022,Grant
Exeter Phoenix,1,125725,2019,2018-2022,Grant
Extant,1,156000,2019,2018-2022,Grant
Eye Music Trust,1,102205,2019,2018-2022,Grant
Fabrica,1,177575,2019,2018-2022,Grant
FACT,3,1005909,2019,2018-2022,Grant
Farnham Maltings Association,2,845780,2019,2018-2022,Grant
Fevered Sleep,1,201160,2019,2018-2022,Grant
FIERCE! Festival,1,130612,2019,2018-2022,Grant
Film and Video Umbrella,2,379321,2019,2018-2022,Grant
Film London,2,321904,2019,2018-2022,Grant
Firstsite Ltd,2,814527,2019,2018-2022,Grant
Flatpack Projects,1,110000,2019,2018-2022,Grant
Focal Point Gallery,1,186384,2019,2018-2022,Grant
Forced Entertainment Ltd,1,249500,2019,2018-2022,Grant
Forma Arts and Media Limited,2,259677,2019,2018-2022,Grant
Forward Arts Foundation,1,47914,2019,2018-2022,Grant
Foundation for Community Dance t/a People Dancing,1,190095,2019,2018-2022,Grant
Frantic Theatre Company Ltd,1,221189,2019,2018-2022,Grant
Free Word,1,239567,2019,2018-2022,Grant
Freedom Festival Arts Trust,1,249999,2019,2018-2022,Grant
Freedom Studios,1,140949,2019,2018-2022,Grant
Friction Arts,1,67500,2019,2018-2022,Grant
Fuel Productions,1,201160,2019,2018-2022,Grant
Furtherfield.org,1,78388,2019,2018-2022,Grant
Future Everything CIC,1,81453,2019,2018-2022,Grant
Gecko Theatre,1,220402,2019,2018-2022,Grant
Gem Arts,1,120000,2019,2018-2022,Grant
Generator North East,1,156051,2019,2018-2022,Grant
Global Grooves,1,125000,2019,2018-2022,Grant
Gloucestershire Everyman Theatre Ltd,2,377547,2019,2018-2022,Grant
Glyndebourne Productions Ltd,3,1629055,2019,2018-2022,Grant
Goole Town Council,1,68995,2019,2018-2022,Grant
Graeae Theatre Company Ltd,2,564399,2019,2018-2022,Grant
Grand Union,1,98000,2019,2018-2022,Grant
Great Georges Community Cultural Project Ltd,1,110000,2019,2018-2022,Grant
Greater Manchester Arts Centre Ltd,3,1297513,2019,2018-2022,Grant
Greenwich+Docklands Festivals,1,249500,2019,2018-2022,Grant
Grimm & Co,1,115000,2019,2018-2022,Grant
Grizedale Arts,1,197696,2019,2018-2022,Grant
Grundy Art Gallery,1,43122,2019,2018-2022,Grant
Gulbenkian Theatre,2,273769,2019,2018-2022,Grant
hÅb,1,70406,2019,2018-2022,Grant
Hackney Empire Ltd,2,368514,2019,2018-2022,Grant
Half Moon Young People's Theatre,1,217451,2019,2018-2022,Grant
Halle Concerts Society,3,2083674,2019,2018-2022,Grant
Hampstead Theatre Ltd,2,752607,2019,2018-2022,Grant
Harrogate Theatre,1,140909,2019,2018-2022,Grant
Havering Theatre Trust,2,277032,2019,2018-2022,Grant
Headlong Theatre Ltd,2,679794,2019,2018-2022,Grant
Heads Together Productions Limited,1,46605,2019,2018-2022,Grant
Heart n Soul,2,299395,2019,2018-2022,Grant
Heart of Glass,2,350000,2019,2018-2022,Grant
Helix Arts Ltd,1,108342,2019,2018-2022,Grant
Higher Rhythm Ltd,1,54000,2019,2018-2022,Grant
Highlights Productions,1,119800,2019,2018-2022,Grant
HighTide Festival Productions LTD,1,191654,2019,2018-2022,Grant
Hofesh Shechter Company,2,383307,2019,2018-2022,Grant
Home Live Art,1,75435,2019,2018-2022,Grant
Homotopia Limited,1,100000,2019,2018-2022,Grant
Hoot Creative Arts,1,40166,2019,2018-2022,Grant
Horniman Museum and Gardens,2,946678,2019,2018-2022,Grant
Hounslow Arts Trust Ltd,1,120696,2019,2018-2022,Grant
Huddersfield Contemporary Music Festival,1,241627,2019,2018-2022,Grant
Hull City Council,2,996409,2019,2018-2022,Grant
Hull Truck Theatre,2,790680,2019,2018-2022,Grant
Ikon Gallery,3,1009728,2019,2018-2022,Grant
Ilkley Literature Festival Ltd,1,137424,2019,2018-2022,Grant
ILUVLIVE,1,103856,2019,2018-2022,Grant
imitating the dog,1,188000,2019,2018-2022,Grant
Impressions Gallery of Photography Limited,1,202281,2019,2018-2022,Grant
Improbable,1,216533,2019,2018-2022,Grant
In Between Time,1,191102,2019,2018-2022,Grant
Index on Censorship,SSO,43122,2019,2018-2022,Grant
Inner City Music Ltd,1,180000,2019,2018-2022,Grant
Inpress Ltd,SSO,158489,2019,2018-2022,Grant
In-Situ,1,139000,2019,2018-2022,Grant
Institute of Contemporary Arts,2,862441,2019,2018-2022,Grant
Institute of Fundraising,SSO,107958,2019,2018-2022,Grant
Institute of International Visual Arts,1,228344,2019,2018-2022,Grant
International Curators Forum,1,150000,2019,2018-2022,Grant
Interplay Theatre Trust,1,151017,2019,2018-2022,Grant
Intoart,1,120298,2019,2018-2022,Grant
Invisible Dust,1,180000,2019,2018-2022,Grant
Invisible Flock Co,1,195000,2019,2018-2022,Grant
IOU Ltd,1,185000,2019,2018-2022,Grant
Ironbridge Gorge Museum Trust,2,736164,2019,2018-2022,Grant
Ironbridge Gorge Museum Trust,SSO,307595,2019,2018-2022,Grant
ISAN,SSO,170442,2019,2018-2022,Grant
Jacksons Lane,1,129748,2019,2018-2022,Grant
Jasmin Vardimon Dance Company,2,289567,2019,2018-2022,Grant
Jazz North,SSO,190000,2019,2018-2022,Grant
Jazz re:freshed,1,130795,2019,2018-2022,Grant
Jerwood Gallery,1,100000,2019,2018-2022,Grant
Jewish Museum London,1,220000,2019,2018-2022,Grant
J-Night,1,68749,2019,2018-2022,Grant
John Hansard Gallery,2,601511,2019,2018-2022,Grant
Junction Arts Limited,1,100580,2019,2018-2022,Grant
Junction CDC Ltd,2,637418,2019,2018-2022,Grant
Kala Sangam - The Academy of South Asian Performing Arts,1,100000,2019,2018-2022,Grant
Kaleider Limited,1,110000,2019,2018-2022,Grant
