Applicant Name,Funding Band,Year,Amount,Period,Type
Art Services Grants Ltd,1,2019,221221,2018-2022,Grant
Artcore,1,2019,160000,2018-2022,Grant
Artichoke Trust,2,2019,468134,2018-2022,Grant
Artlink Hull,1,2019,65347,2018-2022,Grant
Artlink West Yorkshire,1,2019,60406,2018-2022,Grant
ArtReach (Trust) Ltd,2,2019,350000,2018-2022,Grant
Arts & Health South West,1,2019,40000,2018-2022,Grant
Arts & Health South West,SSO,2019,95000,2018-2022,Grant
Arts & Heritage (PHC) Plymouth City Council,3,2019,1036500,2018-2022,Grant
Arts Alive,1,2019,58781,2018-2022,Grant
Arts Catalyst,1,2019,130000,2018-2022,Grant
Arts Connect (University of Wolverhampton),SSO,2019,1089890,2018-2022,Grant
Arts Marketing Association,SSO,2019,235643,2018-2022,Grant
Arts&Heritage,SSO,2019,235000,2018-2022,Grant
Artsadmin,2,2019,533072,2018-2022,Grant
Artsreach,1,2019,55319,2018-2022,Grant
Artswork,SSO,2019,1519397,2018-2022,Grant
Artworks Creative Communities,1,2019,57496,2018-2022,Grant
Arvon Foundation,2,2019,388267,2018-2022,Grant
Asian Arts Agency,2,2019,280870,2018-2022,Grant
Aspex Visual Arts Trust,1,2019,112117,2018-2022,Grant
Association for Cultural Enterprises,SSO,2019,198000,2018-2022,Grant
Association of Independent Museums,SSO,2019,300000,2018-2022,Grant
Attitude is Everything,SSO,2019,249700,2018-2022,Grant
Aurora Orchestra,1,2019,91829,2018-2022,Grant
Auto Italia,1,2019,50290,2018-2022,Grant
Autograph ABP,2,2019,700000,2018-2022,Grant
Avant Garde Dance Company,1,2019,221250,2018-2022,Grant
B3 Media Limited,1,2019,180000,2018-2022,Grant
Baby People,1,2019,48418,2018-2022,Grant
Backlit,1,2019,75000,2018-2022,Grant
Balbir Singh Dance Company,1,2019,150460,2018-2022,Grant
Ballet Black,1,2019,220000,2018-2022,Grant
Ballet Lorent Limited,2,2019,399968,2018-2022,Grant
BalletBoyz Ltd,2,2019,300000,2018-2022,Grant
Baltic Flour Mills Visual Arts Trust,3,2019,3158000,2018-2022,Grant
Bamboozle Theatre Company,1,2019,200000,2018-2022,Grant
Barbican Centre,2,2019,480000,2018-2022,Grant
"Barbican Theatre, Plymouth",1,2019,195120,2018-2022,Grant
Barnsley Civic Enterprise Ltd,1,2019,160000,2018-2022,Grant
Barnsley Museums,2,2019,466500,2018-2022,Grant
Battersea Arts Centre,2,2019,693897,2018-2022,Grant
BCB,1,2019,175000,2018-2022,Grant
BE FESTIVAL CIC,1,2019,145000,2018-2022,Grant
Beaford Arts,1,2019,95894,2018-2022,Grant
Beamish Museum,2,2019,436776,2018-2022,Grant
Beatfreeks,1,2019,124600,2018-2022,Grant
Beavers Arts Ltd.,1,2019,80000,2018-2022,Grant
Bedford Creative Arts,1,2019,143740,2018-2022,Grant
Belgrade Theatre Trust (Coventry) Ltd,2,2019,942215,2018-2022,Grant
Bermondsey Artists’ Group,1,2019,134006,2018-2022,Grant
Bernard Leach Trust Limited  (Leach Pottery),1,2019,40000,2018-2022,Grant
Berwick Film & Media Arts Festival,1,2019,70000,2018-2022,Grant
Bharatiya Vidya Bhavan Ltd,1,2019,128999,2018-2022,Grant
Eastside Projects,1,2019,123415,2018-2022,Grant
Birmingham Contemporary Music Group,2,2019,319653,2018-2022,Grant
Birmingham LGBT,1,2019,91500,2018-2022,Grant
Birmingham Museums Trust,3,2019,1007568,2018-2022,Grant
Birmingham Opera Company,2,2019,477644,2018-2022,Grant
Birmingham Repertory Theatre,3,2019,1833953,2018-2022,Grant
Birmingham Royal Ballet,3,2019,7891000,2018-2022,Grant
Black Bird/Red Rose Productions,1,2019,200000,2018-2022,Grant
Black Country Living Museum Trust,2,2019,550000,2018-2022,Grant
Black Country Touring,1,2019,143497,2018-2022,Grant
Blackpool Grand Theatre (Arts & Entertainment) Ltd,1,2019,209992,2018-2022,Grant
Blast Theory,1,2019,134157,2018-2022,Grant
Blind Summit Education,1,2019,75435,2018-2022,Grant
Bloodaxe Books Ltd,1,2019,92032,2018-2022,Grant
Blue Elephant Theatre,1,2019,72500,2018-2022,Grant
BOM (Birmingham Open Media),1,2019,142600,2018-2022,Grant
Book Works,1,2019,176512,2018-2022,Grant
Borough of Poole Museum Service,2,2019,319500,2018-2022,Grant
Boundless Theatre,1,2019,186063,2018-2022,Grant
Bournemouth Borough Council,1,2019,150000,2018-2022,Grant
Bournemouth Symphony Orchestra,3,2019,2554790,2018-2022,Grant
Bow Arts Trust,1,2019,50290,2018-2022,Grant
Boy Blue Entertainment,1,2019,200000,2018-2022,Grant
Brass Bands England,SSO,2019,207000,2018-2022,Grant
Bridport Arts Centre,1,2019,57412,2018-2022,Grant
Brighton & Hove City Council,2,2019,698507,2018-2022,Grant
Brighton Dome & Festival Limited,3,2019,1149921,2018-2022,Grant
Bristol Cultural Development Partnership,1,2019,50290,2018-2022,Grant
Bristol Museums,3,2019,1339670,2018-2022,Grant
Bristol Music Trust,2,2019,325000,2018-2022,Grant
Bristol Old Vic and Theatre Royal Trust Ltd,3,2019,1228381,2018-2022,Grant
British Motor Industry Heritage Trust,1,2019,220000,2018-2022,Grant
British Underground Ltd,1,2019,151406,2018-2022,Grant
British Youth Opera,1,2019,42621,2018-2022,Grant
Britten Sinfonia,2,2019,399261,2018-2022,Grant
Brownswood Music Ltd,1,2019,89000,2018-2022,Grant
b-side Multimedia Festival CIC,1,2019,133651,2018-2022,Grant
Bucks County Museum,1,2019,100000,2018-2022,Grant
Bureau of Silly Ideas,1,2019,40232,2018-2022,Grant
Burnley Youth Theatre,1,2019,63365,2018-2022,Grant
Burton Art Gallery and Museum,1,2019,83600,2018-2022,Grant
Buxton Arts Festival Ltd,1,2019,120000,2018-2022,Grant
Camden Arts Centre,2,2019,919673,2018-2022,Grant
Camden People's Theatre,1,2019,70000,2018-2022,Grant
Candoco Dance Company,2,2019,447889,2018-2022,Grant
CapeUK,SSO,2019,1024721,2018-2022,Grant
Capsule Events Ltd,1,2019,175000,2018-2022,Grant
Carcanet Press Limited,1,2019,120696,2018-2022,Grant
Cardboard Citizens,1,2019,160000,2018-2022,Grant
Carnival Village Trust,2,2019,400000,2018-2022,Grant
Carousel Project,1,2019,197488,2018-2022,Grant
Cast,2,2019,320000,2018-2022,Grant
Castlefield Gallery,1,2019,70000,2018-2022,Grant
Cause4,SSO,2019,500000,2018-2022,Grant
Centre for Chinese Contemporary Art,2,2019,287481,2018-2022,Grant
Chapel Arts Studios,1,2019,145002,2018-2022,Grant
Charnwood Arts,1,2019,131759,2018-2022,Grant
Chatham Historic Dockyard Trust,1,2019,245000,2018-2022,Grant
Cheek by Jowl,1,2019,245677,2018-2022,Grant
Cheltenham Festivals,1,2019,213551,2018-2022,Grant
Cheshire Dance,1,2019,88208,2018-2022,Grant
Cheshire West and Chester Council,1,2019,87398,2018-2022,Grant
Chester Performing Arts Centre Ltd,1,2019,223895,2018-2022,Grant
Chichester Festival Theatre,3,2019,1740214,2018-2022,Grant
Children's Discovery Centre East London,1,2019,93870,2018-2022,Grant
China Plate,1,2019,249000,2018-2022,Grant
Chinese Arts Space,1,2019,175000,2018-2022,Grant
Chisenhale Gallery,1,2019,165378,2018-2022,Grant
Chris Goode and Company,1,2019,100000,2018-2022,Grant
Christ Church Oxford United Clubs Ltd,2,2019,475527,2018-2022,Grant
Chrysalis Arts Development Ltd,1,2019,100678,2018-2022,Grant
Cinderford Artspace,1,2019,47948,2018-2022,Grant
City Arts Nottingham,1,2019,103408,2018-2022,Grant
City of Birmingham Symphony orchestra,3,2019,2180983,2018-2022,Grant
Clean Break Theatre Company Ltd,1,2019,216195,2018-2022,Grant
Clod Ensemble,1,2019,120696,2018-2022,Grant
Cohesion Plus Kent,1,2019,104375,2018-2022,Grant
Colchester Arts Centre,1,2019,190695,2018-2022,Grant
Colchester Borough Council,1,2019,199250,2018-2022,Grant
Colchester Mercury Theatre Ltd.,2,2019,777378,2018-2022,Grant
Collar and TIE Ltd,1,2019,71383,2018-2022,Grant
Collections Trust,SSO,2019,230000,2018-2022,Grant
Collective Encounters,1,2019,80015,2018-2022,Grant
Comma Press,1,2019,83160,2018-2022,Grant
Common Wealth,1,2019,145000,2018-2022,Grant
Commonword Enterprises Limited,1,2019,94247,2018-2022,Grant
Community and Cultural Services,1,2019,173745,2018-2022,Grant
Community Arts North West,1,2019,191102,2018-2022,Grant
Community Music Ltd,1,2019,133961,2018-2022,Grant
Company Chameleon,1,2019,249999,2018-2022,Grant
Compton Verney House Trust,1,2019,150000,2018-2022,Grant
Coney Ltd,1,2019,122828,2018-2022,Grant
Contemporary Art Society,1,2019,168324,2018-2022,Grant
Contemporary Dance Trust,3,2019,1793985,2018-2022,Grant
Continental Drifts,1,2019,119996,2018-2022,Grant
Corali,1,2019,100000,2018-2022,Grant
Corby Cube Theatre Trust,1,2019,140812,2018-2022,Grant
Corn Exchange (Newbury) Trust,1,2019,235000,2018-2022,Grant
Cornwall Museums Partnership,2,2019,610000,2018-2022,Grant
Counterpoints Arts,1,2019,80000,2018-2022,Grant
Crafts Council,3,2019,2503853,2018-2022,Grant
Craftspace,1,2019,211553,2018-2022,Grant
Create Gloucestershire,SSO,2019,70756,2018-2022,Grant
Create London,1,2019,150000,2018-2022,Grant
Create Studios Digital Media CIC,1,2019,95000,2018-2022,Grant
Creative & Cultural Skills,SSO,2019,478700,2018-2022,Grant
Creative Arts East,1,2019,150000,2018-2022,Grant
Creative Foundation,2,2019,400000,2018-2022,Grant
Creative Kernow Ltd,1,2019,212675,2018-2022,Grant
Creative Sector Services CIC,SSO,2019,696000,2018-2022,Grant
Creative Skillset,SSO,2019,300000,2018-2022,Grant
Creativity Works,1,2019,90522,2018-2022,Grant
Crescent Arts,1,2019,69789,2018-2022,Grant
Crying Out Loud,1,2019,211217,2018-2022,Grant
Cubitt Artists Limited,1,2019,112095,2018-2022,Grant
Culture Coventry,2,2019,400000,2018-2022,Grant
Culture Squared CIC,2,2019,300000,2018-2022,Grant
"Culture, Learning and Libraries (Midlands) - Library Service",1,2019,249999,2018-2022,Grant
Culture24,SSO,2019,296000,2018-2022,Grant
CultureMix Arts Ltd,1,2019,90000,2018-2022,Grant
Cumbria Theatre Trust,2,2019,604067,2018-2022,Grant
curious directive,1,2019,89818,2018-2022,Grant
Curious Minds,SSO,2019,1335323,2018-2022,Grant
DaDaFest,1,2019,193052,2018-2022,Grant
Daily Life Ltd,1,2019,88510,2018-2022,Grant
Dance City,2,2019,553857,2018-2022,Grant
Dance Consortium,2,2019,489367,2018-2022,Grant
Dance Umbrella,2,2019,352028,2018-2022,Grant
Dance United Yorkshire,1,2019,90000,2018-2022,Grant
Dance4,2,2019,591014,2018-2022,Grant
DanceEast,2,2019,810153,2018-2022,Grant
Dancefest,1,2019,85493,2018-2022,Grant
Darbar Arts Culture Heritage Trust,1,2019,245000,2018-2022,Grant
darts (Doncaster Community Arts),1,2019,130881,2018-2022,Grant
Dash Arts Ltd,1,2019,90000,2018-2022,Grant
De La Warr Pavilion,2,2019,508430,2018-2022,Grant
Deafinitely Theatre,1,2019,212110,2018-2022,Grant
Déda,2,2019,343374,2018-2022,Grant
Dedalus Limited,1,2019,40000,2018-2022,Grant
Derby Museums,2,2019,392870,2018-2022,Grant
Derby QUAD Ltd,2,2019,457753,2018-2022,Grant
Design Museum,1,2019,170000,2018-2022,Grant
Disability Arts in Shropshire,1,2019,120000,2018-2022,Grant
Disability Arts Online,1,2019,100000,2018-2022,Grant
Diverse City,2,2019,480000,2018-2022,Grant
Doncaster Heritage Services,1,2019,100000,2018-2022,Grant
Donmar Warehouse Projects Ltd,2,2019,504619,2018-2022,Grant
Doorstep Arts,1,2019,95561,2018-2022,Grant
Drake Music,1,2019,194045,2018-2022,Grant
Drawing Room,1,2019,50289,2018-2022,Grant
dreamthinkspeak,1,2019,150927,2018-2022,Grant
Duckie,1,2019,142492,2018-2022,Grant
Durham County Council,2,2019,415000,2018-2022,Grant
East London Dance,1,2019,241391,2018-2022,Grant
East Midlands Jazz CIC,1,2019,77446,2018-2022,Grant
East Street Arts,1,2019,154960,2018-2022,Grant
East Street Arts,SSO,2019,180000,2018-2022,Grant
Eastern Angles Theatre Company Ltd,1,2019,220402,2018-2022,Grant
Eastside Educational Trust,1,2019,50788,2018-2022,Grant
Eclipse Theatre Company Ltd,1,2019,249501,2018-2022,Grant
Eden Arts,1,2019,100000,2018-2022,Grant
emccan CIC,1,2019,150725,2018-2022,Grant
Emergency Exit Arts,1,2019,117924,2018-2022,Grant
English Folk Dance and Song Society,2,2019,432046,2018-2022,Grant
English Folk Expo,SSO,2019,95000,2018-2022,Grant
English National Ballet,3,2019,6214000,2018-2022,Grant
English National Opera,3,2019,12380000,2018-2022,Grant
English PEN,1,2019,229984,2018-2022,Grant
English Stage Company Limited,3,2019,2311234,2018-2022,Grant
English Touring Opera Ltd,3,2019,1743322,2018-2022,Grant
English Touring Theatre Ltd,2,2019,679794,2018-2022,Grant
Entelechy Arts Ltd,1,2019,80348,2018-2022,Grant
Essex Cultural Diversity Project,1,2019,150000,2018-2022,Grant
Ex Cathedra Ltd,1,2019,57681,2018-2022,Grant
Exeter City Council,2,2019,607191,2018-2022,Grant
Exeter Northcott Theatre,1,2019,125000,2018-2022,Grant
Exeter Phoenix,1,2019,125725,2018-2022,Grant
Extant,1,2019,156000,2018-2022,Grant
Eye Music Trust,1,2019,102205,2018-2022,Grant
Fabrica,1,2019,177575,2018-2022,Grant
FACT,3,2019,1005909,2018-2022,Grant
Farnham Maltings Association,2,2019,845780,2018-2022,Grant
Fevered Sleep,1,2019,201160,2018-2022,Grant
FIERCE! Festival,1,2019,130612,2018-2022,Grant
Film and Video Umbrella,2,2019,379321,2018-2022,Grant
Film London,2,2019,321904,2018-2022,Grant
Firstsite Ltd,2,2019,814527,2018-2022,Grant
Flatpack Projects,1,2019,110000,2018-2022,Grant
Focal Point Gallery,1,2019,186384,2018-2022,Grant
Forced Entertainment Ltd,1,2019,249500,2018-2022,Grant
Forma Arts and Media Limited,2,2019,259677,2018-2022,Grant
Forward Arts Foundation,1,2019,47914,2018-2022,Grant
Foundation for Community Dance t/a People Dancing,1,2019,190095,2018-2022,Grant
Frantic Theatre Company Ltd,1,2019,221189,2018-2022,Grant
Free Word,1,2019,239567,2018-2022,Grant
Freedom Festival Arts Trust,1,2019,249999,2018-2022,Grant
Freedom Studios,1,2019,140949,2018-2022,Grant
Friction Arts,1,2019,67500,2018-2022,Grant
Fuel Productions,1,2019,201160,2018-2022,Grant
Furtherfield.org,1,2019,78388,2018-2022,Grant
Future Everything CIC,1,2019,81453,2018-2022,Grant
Gecko Theatre,1,2019,220402,2018-2022,Grant
Gem Arts,1,2019,120000,2018-2022,Grant
Generator North East,1,2019,156051,2018-2022,Grant
Global Grooves,1,2019,125000,2018-2022,Grant
Gloucestershire Everyman Theatre Ltd,2,2019,377547,2018-2022,Grant
Glyndebourne Productions Ltd,3,2019,1629055,2018-2022,Grant
Goole Town Council,1,2019,68995,2018-2022,Grant
Graeae Theatre Company Ltd,2,2019,564399,2018-2022,Grant
Grand Union,1,2019,98000,2018-2022,Grant
Great Georges Community Cultural Project Ltd,1,2019,110000,2018-2022,Grant
Greater Manchester Arts Centre Ltd,3,2019,1297513,2018-2022,Grant
Greenwich+Docklands Festivals,1,2019,249500,2018-2022,Grant
Grimm & Co,1,2019,115000,2018-2022,Grant
Grizedale Arts,1,2019,197696,2018-2022,Grant
Grundy Art Gallery,1,2019,43122,2018-2022,Grant
Gulbenkian Theatre,2,2019,273769,2018-2022,Grant
hÅb,1,2019,70406,2018-2022,Grant
Hackney Empire Ltd,2,2019,368514,2018-2022,Grant
Half Moon Young People's Theatre,1,2019,217451,2018-2022,Grant
Halle Concerts Society,3,2019,2083674,2018-2022,Grant
Hampstead Theatre Ltd,2,2019,752607,2018-2022,Grant
Harrogate Theatre,1,2019,140909,2018-2022,Grant
Havering Theatre Trust,2,2019,277032,2018-2022,Grant
Headlong Theatre Ltd,2,2019,679794,2018-2022,Grant
Heads Together Productions Limited,1,2019,46605,2018-2022,Grant
Heart n Soul,2,2019,299395,2018-2022,Grant
Heart of Glass,2,2019,350000,2018-2022,Grant
Helix Arts Ltd,1,2019,108342,2018-2022,Grant
Higher Rhythm Ltd,1,2019,54000,2018-2022,Grant
Highlights Productions,1,2019,119800,2018-2022,Grant
HighTide Festival Productions LTD,1,2019,191654,2018-2022,Grant
Hofesh Shechter Company,2,2019,383307,2018-2022,Grant
Home Live Art,1,2019,75435,2018-2022,Grant
Homotopia Limited,1,2019,100000,2018-2022,Grant
Hoot Creative Arts,1,2019,40166,2018-2022,Grant
Horniman Museum and Gardens,2,2019,946678,2018-2022,Grant
Hounslow Arts Trust Ltd,1,2019,120696,2018-2022,Grant
Huddersfield Contemporary Music Festival,1,2019,241627,2018-2022,Grant
Hull City Council,2,2019,996409,2018-2022,Grant
Hull Truck Theatre,2,2019,790680,2018-2022,Grant
Ikon Gallery,3,2019,1009728,2018-2022,Grant
Ilkley Literature Festival Ltd,1,2019,137424,2018-2022,Grant
ILUVLIVE,1,2019,103856,2018-2022,Grant
imitating the dog,1,2019,188000,2018-2022,Grant
Impressions Gallery of Photography Limited,1,2019,202281,2018-2022,Grant
Improbable,1,2019,216533,2018-2022,Grant
In Between Time,1,2019,191102,2018-2022,Grant
Index on Censorship,SSO,2019,43122,2018-2022,Grant
Inner City Music Ltd,1,2019,180000,2018-2022,Grant
Inpress Ltd,SSO,2019,158489,2018-2022,Grant
In-Situ,1,2019,139000,2018-2022,Grant
Institute of Contemporary Arts,2,2019,862441,2018-2022,Grant
Institute of Fundraising,SSO,2019,107958,2018-2022,Grant
Institute of International Visual Arts,1,2019,228344,2018-2022,Grant
International Curators Forum,1,2019,150000,2018-2022,Grant
Interplay Theatre Trust,1,2019,151017,2018-2022,Grant
Intoart,1,2019,120298,2018-2022,Grant
Invisible Dust,1,2019,180000,2018-2022,Grant
Invisible Flock Co,1,2019,195000,2018-2022,Grant
IOU Ltd,1,2019,185000,2018-2022,Grant
Ironbridge Gorge Museum Trust,2,2019,736164,2018-2022,Grant
Ironbridge Gorge Museum Trust,SSO,2019,307595,2018-2022,Grant
ISAN,SSO,2019,170442,2018-2022,Grant
Jacksons Lane,1,2019,129748,2018-2022,Grant
Jasmin Vardimon Dance Company,2,2019,289567,2018-2022,Grant
Jazz North,SSO,2019,190000,2018-2022,Grant
Jazz re:freshed,1,2019,130795,2018-2022,Grant
Jerwood Gallery,1,2019,100000,2018-2022,Grant
Jewish Museum London,1,2019,220000,2018-2022,Grant
J-Night,1,2019,68749,2018-2022,Grant
John Hansard Gallery,2,2019,601511,2018-2022,Grant
Junction Arts Limited,1,2019,100580,2018-2022,Grant
Junction CDC Ltd,2,2019,637418,2018-2022,Grant
Kala Sangam - The Academy of South Asian Performing Arts,1,2019,100000,2018-2022,Grant
Kaleider Limited,1,2019,110000,2018-2022,Grant
Kali Theatre Co.,1,2019,196500,2018-2022,Grant
KARST,1,2019,140000,2018-2022,Grant
Kendal Brewery Arts Centre,2,2019,321854,2018-2022,Grant
Kettle's Yard,2,2019,290757,2018-2022,Grant
Kids in Museums,SSO,2019,160000,2018-2022,Grant
Kinetika Bloco,1,2019,80000,2018-2022,Grant
Kinetika People,1,2019,123850,2018-2022,Grant
Kirklees Theatre Trust,1,2019,148531,2018-2022,Grant
Kneehigh Theatre Trust,2,2019,450000,2018-2022,Grant
Knowle West Media Centre,1,2019,90522,2018-2022,Grant
Koestler Trust,1,2019,75000,2018-2022,Grant
Lakes Arts Festivals Ltd,1,2019,234000,2018-2022,Grant
Lancaster Arts at Lancaster University,1,2019,103053,2018-2022,Grant
Lapworth Museum of Geology,1,2019,104746,2018-2022,Grant
Ledbury Poetry Festival,1,2019,53066,2018-2022,Grant
Leeds Museums and Galleries,3,2019,1590000,2018-2022,Grant
Leeds Theatre Trust Limited,3,2019,1508104,2018-2022,Grant
Leicester Arts Centre Limited,1,2019,80464,2018-2022,Grant
Leicester City Council,2,2019,400000,2018-2022,Grant
Leicester Dance Theatre Limited,2,2019,365000,2018-2022,Grant
Leicester Print Workshop,1,2019,70290,2018-2022,Grant
Leicester Theatre Trust Ltd,3,2019,1914029,2018-2022,Grant
Leicestershire County Council,SSO,2019,298179,2018-2022,Grant
Level Centre Ltd,1,2019,138800,2018-2022,Grant
Libraries Unlimited South West,1,2019,171959,2018-2022,Grant
Lighthouse Arts and Training Ltd,1,2019,114992,2018-2022,Grant
Lincoln Arts Trust Limited,1,2019,247194,2018-2022,Grant
Lincolnshire County Council,1,2019,71411,2018-2022,Grant
Literature Works,1,2019,96556,2018-2022,Grant
Littleworld Ltd t/a Horse and Bamboo Theatre,1,2019,123632,2018-2022,Grant
Live & Local Ltd,2,2019,291464,2018-2022,Grant
Live Art Development Agency,1,2019,235846,2018-2022,Grant
Live Theatre Winchester Trust,1,2019,134158,2018-2022,Grant
Liverpool & Merseyside Theatres Trust Ltd,3,2019,1649977,2018-2022,Grant
Liverpool Arab Arts Festival,1,2019,110000,2018-2022,Grant
Liverpool Biennial of Contemporary Art Ltd,2,2019,788355,2018-2022,Grant
Liverpool City Council Culture Liverpool,2,2019,250000,2018-2022,Grant
London Arts in Health Forum,1,2019,65662,2018-2022,Grant
London Borough of Barking and Dagenham,1,2019,180000,2018-2022,Grant
London Borough of Waltham Forest - WILLIAM MORRIS GALLERY,1,2019,60000,2018-2022,Grant
London International Festival of Theatre,2,2019,452608,2018-2022,Grant
London International Mime Festival,1,2019,201160,2018-2022,Grant
London Philharmonic Orchestra,3,2019,2042222,2018-2022,Grant
London Print Studio Ltd,1,2019,110890,2018-2022,Grant
London Symphony Orchestra,3,2019,2206050,2018-2022,Grant
London Transport Museum,1,2019,249000,2018-2022,Grant
Loud In Libraries CIC,1,2019,113490,2018-2022,Grant
